country,four_regions,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Switzerland,europe,43616102460.90024,46150923970.7956,48363810863.77658,50728007064.63693,54222424127.77224,56271407665.69736,57296571427.17716,59295025996.25146,61453738402.222885,64753860376.63555,68477952060.74876,69289839017.45837,71335417375.19951,73849698077.73341,76695373296.1677,79140297378.00734,80317349404.90947,79047550856.04672,80694173441.32733,83784349995.62419,180443573548.081,183333081216.248,180932485875.178,182088788225.367,187566850047.963,194457298195.76,198071545302.582,201211926408.1,207806840967.551,216806527277.949,224773355503.908,222646556202.037,222868802727.972,222455843363.335,225104895207.84,225893296078.28,227312869348.65,232031125325.675,238153464127.783,241275975775.699,249918732454.998,252797994166.272,253918245869.848,253416009483.065,259834269511.487,266695570075.793,276377653101.61,286450319615.703,292452808698.484,286960456155.85,294748691280.199,300938413797.083
Syria,asia,2203477369.06008,2442181479.5897,3041036057.77685,2777902912.79046,3035452396.06448,3105248795.54171,2867415755.89533,3104197850.73391,3219955878.65077,3824274467.1051,3678653011.36351,4043428383.89873,5055401755.13901,4623408750.13281,5738909209.97338,6859408729.50466,7611317847.16895,7514369603.02045,8170120907.72468,8466888755.40838,9481493125.62148,10382966156.4273,10603308414.0431,10754848135.7518,10316938481.2022,10947826495.3882,10406379514.8882,10604886043.5726,12011760884.0238,10935721637.1201,11771295228.9809,12701377130.4452,14412295022.0416,15158705922.4597,16318792154.6732,17257125197.0435,18016438705.7135,18340734602.4163,19503035377.8522,18809964412.8114,19325894913.1254,20331023655.0136,21530554050.6594,21659737374.9634,23154259253.8358,24589823327.5737,25819314493.9523,27291015420.1076,28519111114.0125,30230257780.8532,31197626029.8405,201312514273.61926
Taiwan,asia,3843789687.096015,4140311855.1830726,4763855894.097033,4765148146.0433445,5141499278.46881,5428243573.579632,5594589915.814497,6068913524.864683,6459566858.289903,7177753736.942375,7560168898.750308,8068786052.930798,9043240802.204407,9256831540.888107,10352021203.806034,11492997407.251945,12649036500.966213,13259515611.768837,14536250254.159185,15210519169.483887,16429866572.595436,17656417648.741776,18349907975.85515,19044176032.375603,19347247555.619724,6517591266.29535,6283396506.696396,6369687290.047569,7221471663.561485,6604438610.70891,7015405939.8864155,7400234049.515455,7951324804.868725,8202321178.886715,8649672064.632555,9058044363.393005,9365977662.994507,9534207502.618248,10134641421.010933,9802281516.577673,10093222603.699434,10639675046.020502,11282589096.728151,11399946590.16279,12207635787.283186,12991529459.256124,13497165549.977886,14360584047.76993,15126554459.594841,16015940750.216145,16558177645.596115,101686614750.15552
Tajikistan,asia,5484102005.13195,5838442230.776445,6486675730.417215,6752393379.29623,7247546160.87314,7751238351.617555,8321764075.733665,9033629198.995455,9699177837.929035,10531233006.77965,11441684786.137106,12094143721.962866,13031079849.269806,13890254331.643406,14965133197.63869,16126586084.999231,17686755154.763477,19004661620.517223,20902379600.59369,21954149583.55939,23378240019.56939,24929869141.05625,26096507537.6672,27333503928.9994,28377556630.037247,2087356037.2025,2160413498.50459,2134488536.52254,2431182443.09917,2273155584.29772,2259516650.79193,2099090968.58571,1490354587.69585,1245936435.31373,980551974.591909,858963529.742513,715516620.275514,727680402.820195,766247464.169667,794598620.343944,860550294.273467,948326437.027405,1034624142.7969,1140155805.36218,1261012320.73057,1393235590.93855,1175016606.00347,1430152675.43226,1733997805.17718,1801623719.57909,1918729261.35173,2060715226.69176
Tanzania,africa,7124414323.167885,7536572606.369818,8209495566.737398,8739638612.549114,9353593043.27747,10074233129.655478,11048938235.652832,11998344873.126228,12938788817.568167,13884712276.616926,15323200673.523903,16119501390.994932,17018918896.335201,18523677122.3987,19578245191.471344,20760174762.746517,22724473808.560738,24749807629.265614,27268508947.0282,28697779997.634895,30326613466.54335,32203320633.370728,33843107099.479248,35622831825.6232,37407865704.45477,25341811612.7395,26722957407.94269,29150915556.656273,6794262917.11312,7050029099.65105,7546708700.56625,7703075615.25982,7748086391.03684,7841512879.38628,7964441278.57423,8248764813.07222,8623618942.83119,8927625500.66469,9258707527.6669,9706864370.39329,10185786170.7327,10796712193.0032,11570140451.1804,12366886532.6936,13335003310.958,14317775888.1269,15282420026.2719,16374822017.8074,17592588001.5284,18652005227.0243,19965679448.7682,21228077944.0511
Thailand,asia,8764726641.20382,9234702981.96319,9932315403.05758,10726883845.802,11459639925.6818,12397227907.6934,13776112395.572,14963060547.257,16178399797.2073,17238191546.4542,19204716560.9107,20144859060.027,21006757943.4006,23157099913.154,24191357185.304,25393763440.4938,27762192462.358,30494953638.014,33634638293.4627,35441410411.7104,37274986913.5173,39476772125.6852,41589706661.2913,43912159722.247,46438174778.8723,48596267188.2765,51285501317.3808,56167342576.79,63630922388.3885,71387853266.2568,79359850155.5992,86151673510.0468,93115648058.0059,100798662359.309,109857624322.703,120005700843.93,127087651038.977,125344804675.296,112171099813.342,117160062361.446,122725247705.559,125385028150.521,132052469495.688,141480983231.291,150456640790.213,157384716142.48,165400160325.429,173743467321.815,178059776977.337,173911253778.412,187494613810.623,187589623452.591
Timor-Leste,asia,4521651191.619117,4773588931.875965,5128291001.000235,5533681391.66466,5924379861.3167925,6423252253.665843,7133830084.223056,7740822636.976917,8361518311.3084755,8920908634.679096,9911789811.916054,10381861061.474203,10836405145.005522,11924355955.947115,12458196874.251158,13068247409.802952,14244843269.75442,15636537324.476841,17249353075.57586,18130412733.087242,19106923870.453106,20192253984.7727,21232461876.58972,22369996246.33828,23655999127.27085,24759318191.497486,26111251969.534927,28554562715.750122,32317630971.363213,36216484612.18235,40201209812.237755,43593472665.78452,47054854475.31785,50821330767.27488,55414037475.71932,60526145700.872086,64113360276.68901,63323821257.287865,56721986995.2856,278200000.0,316200000.0,276900000.0,283600000.0,283900000.0,295700000.0,314100000.0,304215734.265734,339579440.559441,389275332.167832,438971223.776224,480540052.447553,531477298.006993
Togo,africa,278575742.034414,312474881.78874,324266598.942888,340478937.527321,389119796.951785,449276599.638286,491547772.874112,518584726.696835,544636825.40965,603625722.90399,618863062.921407,618863062.921407,666052346.610442,691611998.740229,725036563.198313,742731379.112103,727494077.150836,778121010.939682,864067857.689019,819415054.464082,938860827.38891,907735843.860199,875217091.888146,827832770.429557,873823475.669405,922369194.718477,937002621.689056,941782854.710247,1004339554.33793,1045115958.1079,1042569468.87631,1035271821.52225,994060892.629794,843999175.240751,970450628.735637,1046590557.81418,1139069514.40102,1302837839.27973,1272874177.2292,1304463750.23902,1294243542.77752,1273188707.65101,1261447985.01746,1323945134.42972,1352000396.66563,1367959503.35847,1423394865.93377,1455997068.99374,1490639146.89354,1538732720.96132,1595792895.06499,1658132199.61106
Tonga,asia,1545081180.2792022,1759362954.98169,1809223943.1748688,1909642905.8042507,2066688515.7973976,2109756688.411243,2207368161.594561,2260952479.8405976,2378368079.411635,2465372032.055895,2549443019.627514,2572746586.3890934,2727168697.451716,2779605727.1115093,2888987426.0671663,2935175123.401461,3091772278.205203,3365930524.318721,3707081412.3929195,3802636108.201516,4214911611.018655,120953144.03016,126687844.524801,129199320.615735,131445316.419495,140066096.542268,143033612.390311,147304098.972951,144532028.735097,145095563.57781,142129676.443185,151247214.158523,151628333.098393,157296255.793886,165086392.073354,171214197.654485,171231689.972007,171006374.892236,175655710.925062,182474154.764476,188623258.458914,195417047.051819,202718153.059468,207980248.81996,210125331.112132,208129393.614022,208373017.431462,206383106.849527,211928828.502575,211643620.273869,210629397.151959,213070903.269142
Trinidad and Tobago,americas,2811586618.52399,3206251028.17464,3294181287.40685,3478806874.08118,3744257234.64301,3770236777.1842,3923188550.31501,4003320232.98436,4212099333.41362,4327118341.2078,4480022976.33362,4526630109.85678,4788285048.29299,4867599455.48279,5052938288.93602,5127618867.69082,5456050479.25957,5953740037.69776,6550094967.09682,6785857161.93895,7490962394.6484,7833839691.66244,8150005669.24408,7399928179.06027,6974242085.78336,6686947973.71092,6467666525.77073,6172490289.08522,5930636563.64011,5881644247.06465,5970341067.78484,6130454891.86634,6029472931.77768,5942107678.42592,6153767073.50469,6397137667.44129,6649611422.86495,6829447788.23268,7360039023.97187,7683040987.54558,8154315708.34827,8488206225.9841,9168418142.39571,10491745685.9716,11320593595.1634,11973198488.8101,13553660689.333,14204236402.421,14587750785.2864,14106355009.3719,14103533738.3701,13906084266.0329
Tunisia,africa,23688818575.7269,2957595859.46744,3099883114.02582,3472635640.05199,3642979536.35427,3737795915.02396,3866931819.16946,3873194382.25404,4276383394.53866,4479418248.50627,4688590613.09811,5183714987.7545,6103446975.32647,6063491111.00981,6553104840.58036,7022051566.87134,7575168218.39405,7833564437.85073,8338083138.10498,8885688503.24718,9544894531.7686,10071206990.0348,10021481642.7393,10490679115.2456,11093771860.2793,11720411662.9484,11550818722.7028,12324881908.9298,12333775383.3916,12549209349.126,13546848859.1688,14075791707.7604,15174509838.9101,15506805689.5644,15999675713.0567,16375935319.3009,17546172836.3245,18500850172.8069,19419465919.2465,20588036338.4733,21473261837.0176,22514700517.9835,22897529290.3674,24150166366.5145,25589278230.0946,26612888891.121,28117653870.4558,29877676522.0886,31228376125.9798,32195585570.0163,33161453137.1168,32564546980.6487
Turkey,europe,44566050532.9298,45081264989.9579,47592935467.9699,51907856545.5801,54741536059.2346,56287179430.3188,62598556528.913,65561039656.8246,70004764348.6916,72861760698.0058,75217752385.3623,79404894949.2383,85301334432.2789,88084149121.997,93011994443.1024,99684779522.8184,110112983273.625,113864169357.532,115575471186.415,114854149223.134,112043265797.353,117484813541.968,121671065034.858,127719432121.036,136291980543.204,142072580798.046,152034754423.101,166456070030.551,170319077300.562,170813418317.428,186641240190.046,187985577936.716,197451845375.529,212559409689.118,202636823219.328,218601092942.578,234733120142.471,252520406456.209,258349119484.42,249654780791.612,266567531989.763,251379908800.546,266874563573.829,280926215534.274,307228800117.145,333040988666.588,355999132580.237,372619233719.763,375074194704.613,356973581802.801,389661484658.408,422738755425.99
Turkmenistan,asia,124693093511.96716,127681912840.34142,130971681894.86407,138179928967.56357,145323836649.62582,149392646958.92715,156752398537.32184,161638102039.36633,169605031101.0003,174269571025.76416,179020603743.50873,184864862118.6199,194011754382.3799,205092890720.10632,207408479516.84384,85727679189.88661,95058524337.63354,99553395257.2028,100787923540.36244,101953286266.25966,102108761450.409,107043192278.44696,81955886003.96933,86036490864.7692,91748454824.81084,95572856291.56308,102217651550.21439,3568056335.98811,3961385380.90018,3792815790.22358,3820910722.00302,3641327918.06887,3448337538.41122,3103503784.57009,2566597629.83948,2381802600.49104,2222221826.25814,1971110759.89097,2103175180.80366,2449271103.73262,2904662604.82053,3497984789.26589,4050666385.96989,4743330337.97075,5559183156.10171,6281876966.39495,6998010940.56396,7823776231.55052,8973871337.58845,9521277489.18135,10397235018.186,11426561284.9864
Tuvalu,asia,204820136491.00455,210282560690.7249,214350428321.75827,224452001389.54706,235906137240.01706,242498114487.53552,250906240545.73065,257715164421.90808,269205297853.30902,275677381353.5226,282823455101.65515,290324829288.0015,302722174332.48096,322101632318.21564,321804964590.58527,71770578856.9548,80004065401.64207,85242621156.8736,86000375894.30988,89052423309.38531,92174257103.465,96601571014.92592,42240706973.08066,44353549608.50238,47204929106.41768,49073131785.08017,52400548677.32774,3126927875.8861103,3434610904.80966,3442823532.05849,10303724.4328154,10675616.8118965,10973331.1962282,11424413.5967309,12599232.6487067,11968719.6933375,11255225.0965251,12381097.9401056,14300308.4716504,14076705.5912267,13940067.4077395,15776371.9950413,16650385.219091,16117572.8920801,15905983.1508752,15253887.7201643,15648727.4222308,16503167.0585124,17754310.5660117,17446568.5208095,16574240.094769,16739982.4957167
Uganda,africa,284947179470.04193,292883208541.10846,297729174748.65247,310724073811.5305,326488437830.4083,335603582016.14386,345060082554.1395,353792226804.44977,368805564605.61774,377085191681.28094,386626306459.80164,395784796457.3831,411432594282.5819,439110373916.325,436201449664.3267,57813478524.02301,64949606465.65062,70931847056.5444,71212828248.25732,76151560352.51099,82239752756.521,86159949751.40488,2525527942.19199,2670608352.23558,2661403388.02452,2573407278.59727,2583445804.4411,2685799415.78411,2907836428.71914,3092831273.8934,3293065505.21714,3475965508.06662,3594786414.54892,3894098846.97056,4143462752.56261,4620924067.6882,5040139593.85244,5297186807.08135,5557027883.11418,6004588040.08952,6193246632.3273,6514283550.47463,7083155462.73458,7541666437.92774,8055045270.39805,8565136257.31832,9488864308.9798,10287107993.9557,11182997488.1864,11993479807.8256,12701095116.4873,13552068489.292
Ukraine,europe,365074222449.0793,375483856391.49194,381107921175.54663,396996146233.514,417070738420.79956,428709049544.7522,439213924562.54834,449869289186.9915,468405831357.92645,478493002009.0393,490429157817.94806,501244763626.7647,520143014232.683,556119115514.4343,550597934738.0681,43856378191.09121,49895147529.65916,56621072956.2152,56425280602.204765,63250697395.63664,72305248409.577,75718328487.88385,31708043405.918293,30335705233.68639,31496034737.40776,30367750866.141136,26022787377.817352,72112790854.9577,73963539143.7936,76828223357.8163,71953291930.009,65901556790.2327,59509765723.3159,51043842843.8538,39337424682.6197,34538258871.3401,31084432984.2061,30151899994.68,29579013894.7811,29519855866.9915,31261527363.144,34137587880.5532,35912742450.342,39288540240.6742,44042453609.7958,45231599857.2602,48533506646.8402,52367654044.5918,53572110087.6174,45643437794.65,47514818744.2307,49985589318.9307
United Arab Emirates,asia,445201265428.11664,458084504241.8755,464486667602.4408,483268218655.49744,507653039011.1908,521814517073.36053,533367766570.95715,545946351569.53326,568006098110.2352,579900812336.7976,594232009176.0945,606704730796.1464,628853434182.7839,673127857112.5436,664994419811.8096,29899277858.1594,34840688593.6677,42310298855.886,41637732956.1522,50349834438.7623,62370744062.633,65276707224.3628,60890558869.6446,58000802115.1372,60330666086.791,58162094453.685,49462128951.1936,51134929099.6139,49795752493.7406,55939498315.2659,66192081450.266,66761387588.9516,68994519207.6616,69864671839.1003,74682643385.8465,79677333794.0054,84297347540.679,91201636369.6208,91467939985.1243,94122535023.5118,104337375342.526,105797143934.258,108371671742.296,117908964948.073,129188651375.734,135460942808.335,148879963946.289,153663846359.676,158726511688.564,156171920100.647,158408504665.184,166170521393.778
United Kingdom,europe,525328308407.154,540685152092.259,547865414029.335,569540291077.481,598235339601.582,614919984601.969,627521608579.366,642023413952.075,667606364862.544,681308622664.556,698034860534.241,712164697965.528,737563854132.885,790136598710.653,779390904885.551,774506863836.181,794985820712.234,814021126299.222,840405929357.815,862994117013.347,844981955753.674,834702785337.98,853087644936.952,884575705039.151,908384297621.769,941301820438.177,979088489570.556,1023755772168.63,1075271265415.86,1099802690059.72,1108373235034.1,1092939524264.46,1094542217420.94,1118865516281.64,1166755632863.11,1202368820763.07,1237061020916.04,1313849464800.98,1364288187529.4,1414162353492.74,1477200786805.87,1523742447714.47,1564235998289.97,1619369390629.92,1667227104394.84,1702001557851.33,1746374722576.21,1806906922656.32,1786979190485.25,1708828582043.52,1744580105044.86,1756002097874.62
United States,americas,2479391093100.38,2536417088241.69,2691138530624.43,2809548625971.9,2972502446278.28,3162742602840.08,3368320872024.69,3452528893825.31,3618250280728.92,3730416039431.52,3737876871510.38,3867133210851.31,4080667877147.54,4321881320296.47,4299436671117.84,4291008838422.31,4523528306790.58,4733336983895.11,4999656497073.87,5157035183409.36,5142219940670.9,5272895704465.81,5168479293069.61,5401885901721.62,5790542060028.14,6028650512183.97,6235265484267.03,6432742911427.57,6696489717783.49,6935219168137.94,7063943223308.63,7045490705406.83,7285373438130.15,7494649831064.43,7803019793692.48,8001916645307.0,8304875052204.23,8679070823885.79,9061073430064.26,9502248293168.19,9898800000000.0,10007031114616.3,10189959441123.5,10450068972316.1,10813707774621.1,11146296666995.3,11442690235792.8,11660926745592.9,11619053724200.4,11209194913112.4,11547905073444.4,11744219459693.0
Uruguay,americas,10614613898.2744,10879240249.8317,10707941295.0238,10726193928.8745,10987968920.3806,11102859567.1331,11442924162.2461,11024475409.2192,11232718018.9973,11891487796.3464,12168941584.0343,12138310953.0811,11978137460.0711,12011101245.2422,12358864021.2983,13112373367.6286,13628406909.8067,13826763085.5804,14569811305.1833,15473010914.2299,16377160976.6263,16632572596.8347,15009587543.7135,13467442600.3144,13313561255.8373,13508809424.5976,14698909639.9628,15873813653.5141,16108894904.6533,16286721165.2734,16335149464.9935,16913219121.8734,18254706048.6664,18739833279.3008,20104344754.2967,19813314465.0125,20918492778.75,22706539276.0293,23732622829.581,23272396922.8821,22823255805.9664,21945900192.3338,20249041605.0781,20412103881.0425,21433558291.4868,23032530046.2432,23976536116.9493,25544963828.3674,27378107386.2999,28040043322.3545,30534154732.5947,32274699322.2045
Uzbekistan,asia,20782652456.594032,21396644489.9965,22489327727.530632,23100319514.848236,25049913662.6727,25864358967.13807,26369897928.4566,26622035494.301765,28174923633.758835,28760157410.118065,30551711073.049934,30863230006.2377,31048555527.150703,32710310225.53293,33453337549.9188,34685942387.31239,37034877314.650764,38919753161.0997,40112191718.943,7806427008.161917,8250531117.727827,8380838639.429622,7576253288.897674,6815065879.863548,6745922928.918241,6844424164.025372,7439355336.016177,12285308446.0473,13408011465.8702,13822492516.5271,14043652396.7915,13974557626.9993,12409407172.7754,12123990807.8016,11493543285.7959,11390101396.2237,11583733119.9595,12186087242.1974,12710088993.6119,13256622820.3372,13760374487.51,14338310215.9855,14911842624.6249,15538140014.8592,16734576796.0032,17905997171.7235,19213134965.2593,21038382786.959,22931837237.7853,24789316054.0459,26896407918.6398,29128809775.8869
Vanuatu,asia,30950691014.913666,31914048730.1613,34270714160.03746,35474445100.82197,39111858404.9648,40625858367.143036,41296871694.6671,42219595579.38434,45117129248.52037,45628827023.88973,48934480562.06557,49588149059.3943,50118973594.2303,53409519205.82366,54547811078.53931,56259511406.99619,60441347719.494835,64012743236.619,65654572132.7027,139843102.093933,123901258.829354,129104682.024543,142919034.081848,162689159.412696,178284601.999182,180038903.453143,179801032.069555,174597595.553568,171609336.297244,174240788.478186,194638259.620855,200748580.786771,205952017.302757,207498181.296079,226290020.599529,228579532.666563,233901904.874344,245394066.093937,255949608.740653,256806497.86822,272014693.050806,262525439.378867,250979651.800768,260354653.589032,272033735.031418,286308873.163988,307381998.375251,327382425.345338,347592314.102164,359588761.888094,370549549.600915,386483180.233754
Venezuela,americas,41118729573.2333,42431452970.3261,46052100592.5443,47848570686.7957,53173803147.2569,55387357767.148,56223845460.8776,57817155664.4669,62059334863.2819,62497496637.6614,67317250051.0812,68313068112.5509,69189391661.3099,74108728186.1144,75642284607.1598,77833080426.68,83847818124.3389,89105733312.1383,91196952546.4624,91894021273.778,87831090370.2177,87512429634.7376,85700041807.0529,82473592071.0337,83662996973.9042,83824717711.1654,89281995939.8547,92479764606.6856,97863352351.6474,89476578649.589,95263870747.2953,104532938619.388,110868129421.781,111173447020.576,108561418117.643,112851399251.396,112628137002.049,119803598482.404,120155887146.23,112982030193.716,117147614565.563,121123881198.562,110397577419.511,101835914043.14,120458247112.484,132887025219.739,146005830495.295,158786565931.769,167167089250.137,161813893108.632,159404822025.478,166062245436.4
Vietnam,asia,27968092182.977203,28847729686.761475,31247543715.52751,32463062401.075188,36082106471.17783,37663172026.0991,38179706740.280945,39297125157.56416,42134636496.761475,42423416152.18416,45672967282.61562,46336162147.31618,46993506984.313736,50264721342.05885,51342303904.312805,52782090195.74649,56847491647.326294,60309456291.57239,61708617522.477844,62145792606.84625,59463979938.54283,59307662910.3125,58072231662.93091,55902800507.03438,11453473961.7551,11889376649.7412,12221006030.9648,12658942070.8875,13308980223.6565,14289121788.1742,15017998193.5695,15913197627.5608,17289060246.775,18684759513.642,20336301848.0562,22276482694.1765,24357110075.3051,26342722183.5203,27861236671.7786,29191217010.3097,31172517272.2098,33321830052.2719,35681076633.4434,38300485720.4024,41283942095.669,44769045610.3933,48453031029.1805,52550385537.2255,55866678638.5356,58840794626.5553,62832215474.3606,66530108957.5728
Yemen,asia,14817454792.721107,15264006403.196846,16442986838.51073,17077554115.35468,18990409795.098766,19938986285.050194,20135568019.684296,20777094650.66143,22209938130.24106,22349335666.70691,24028684514.150047,24359256182.081444,24797622307.31756,26420714498.003304,27042323201.465813,27731099964.81298,29847165170.313698,31513179271.00647,32220282498.49328,32397563939.914497,31096869506.867958,31102896185.887398,30444421518.808907,29332008943.03504,7102695300.62288,7342872644.15245,7518808702.825855,7775458218.196535,8191296120.901475,8665637666.331764,5553970146.15644,5903508917.69982,6388045205.37674,6643692625.05894,7090278264.42886,7492252464.96133,7839515920.56616,8249609780.88527,8745138645.22856,9075314020.7287,9636342274.82408,10002874610.567,10396510882.4312,10786109544.037,11214608928.4517,11841701606.4035,12217132023.8492,12624992173.6963,13085486427.3619,13591425749.8823,14638265256.5694,13104223693.2847
Zambia,africa,1666817402.46501,1680283119.63222,1638429961.49395,1692045829.63417,1898713119.0197,2214800544.00129,2091429299.08764,2257064143.7587,2285239763.72064,2275255181.22967,2384401745.68447,2382350216.84672,2601737630.32138,2576707653.94776,2742342498.61882,2680109733.87947,2846838693.3011,2716902250.44055,2731947474.50871,2649335272.98275,2729759075.19308,2898129461.4623,2816611374.68691,2761217379.03571,2751916639.49066,2796368638.5637,2816611374.68691,2891974365.50557,3073612018.14645,3042153544.48933,3027518592.22582,3026424647.28974,2974039594.56348,3176193214.83987,2902232519.13781,2820351878.42908,3016243929.06434,3115744351.30411,3057831836.97128,3125850011.52551,3237716324.83103,3396364424.74775,3508444450.76442,3687375117.75341,3885776053.15719,4093330085.16847,4348147615.28573,4617450196.35594,4879795903.24311,5192250555.0022,5587389858.07043,5917195990.60587
Zimbabwe,africa,1459732283.12915,1551931300.0183,1574193281.9836,1672491323.42006,1653990694.51582,1735211093.98356,1761640601.72749,1909037241.65153,1946647825.52467,2188581822.04903,2682438619.8623,2921647386.43374,3165014037.01394,3247453649.22815,3462602451.9764,3395731870.91043,3411516509.93211,3177462512.46868,3091451041.12403,3193377319.72201,3653884132.72613,4111548671.50318,4219859085.84149,4286756718.33008,4204992856.00985,4497003856.86521,4591397251.68669,4644232161.94646,4994981979.09132,5254709383.64442,5621937534.70805,5932930867.00848,5398043355.21063,5454801525.25915,5958563295.2104,5967979332.97207,6586303609.91923,6762855657.1298,6957978372.05691,6901074576.25003,6689957610.05549,6786267276.59266,6182695057.3124,5131941405.41204,4833901971.45187,4557833783.58928,4400064590.25522,4239315809.08327,3490273375.90532,3699144987.01638,4032423428.54365,4407438807.39821
South Sudan,africa,1459732283.12915,1551931300.0183,1574193281.9836,1672491323.42006,1653990694.51582,1735211093.98356,1761640601.72749,1909037241.65153,1946647825.52467,2188581822.04903,2682438619.8623,2921647386.43374,3165014037.01394,3247453649.22815,3462602451.9764,3395731870.91043,3411516509.93211,3177462512.46868,3091451041.12403,3193377319.72201,3653884132.72613,4111548671.50318,4219859085.84149,4286756718.33008,4204992856.00985,4497003856.86521,4591397251.68669,4644232161.94646,4994981979.09132,5254709383.64442,5621937534.70805,5932930867.00848,5398043355.21063,5454801525.25915,5958563295.2104,5967979332.97207,6586303609.91923,6762855657.1298,6957978372.05691,6901074576.25003,6689957610.05549,6786267276.59266,6182695057.3124,5131941405.41204,4833901971.45187,4557833783.58928,4400064590.25522,4239315809.08327,3490273375.90532,3699144987.01638,4032423428.54365,4407438807.39821
